"year" "state" "event.type" "impact.type" "latitude" "longitude" "impact.value"
1975 "NV" "TORNADO" "Property damages" 36.04 -114.52 250000
1975 "NY" "TORNADO" "Injuries" 41.964 -75.556 5
1975 "NY" "TORNADO" "Property damages" 42.0500189981002 -77.5509092424091 300030
1975 "OH" "TORNADO" "Injuries" 39.978 -83.054 5
1975 "OH" "TORNADO" "Property damages" 39.5917835101588 -83.7367817765758 3605250
1975 "OK" "TORNADO" "Fatalities" 34.38 -99 3
1975 "OK" "TORNADO" "Injuries" 35.3948888888889 -96.6915555555556 90
1975 "OK" "TORNADO" "Property damages" 35.7766212458287 -95.9910650723026 35960000
1975 "OR" "TORNADO" "Property damages" 45.27 -123.51 2500000
1975 "PA" "TORNADO" "Injuries" 40.225 -77.71 2
1975 "PA" "TORNADO" "Property damages" 40.2053465000437 -76.4151280258673 2860750
1975 "SC" "TORNADO" "Injuries" 34.169375 -81.095625 32
1975 "SC" "TORNADO" "Property damages" 34.0066404435359 -81.379100333538 1580030
1975 "SD" "TORNADO" "Property damages" 43.4620320466133 -98.8657064821559 686500
1975 "TN" "TORNADO" "Fatalities" 35.5733333333333 -87.7066666666667 3
1975 "TN" "TORNADO" "Injuries" 35.4434090909091 -87.9463636363636 44
1975 "TN" "TORNADO" "Property damages" 35.4104458598726 -88.0047133757962 3925000
1975 "TX" "TORNADO" "Fatalities" 32.354 -100.067 10
1975 "TX" "TORNADO" "Injuries" 34.0874137931034 -99.9279310344828 58
1975 "TX" "TORNADO" "Property damages" 31.8231588162015 -96.6177500196402 2673090
1975 "VA" "TORNADO" "Injuries" 37.01 -78.0066666666667 6
1975 "VA" "TORNADO" "Property damages" 37.8149056019808 -77.4585577220675 807750
1975 "WI" "TORNADO" "Injuries" 45.16 -91.27 6
1975 "WI" "TORNADO" "Property damages" 43.7309090909091 -89.3397727272727 110000
1975 "WV" "TORNADO" "Property damages" 38.0928231530541 -80.5798620413876 100030
1975 "WY" "TORNADO" "Injuries" 44.18 -105.3 1
1975 "WY" "TORNADO" "Property damages" 44.1359405581733 -104.209300471185 27590
1976 "AL" "TORNADO" "Injuries" 33.3440983606557 -86.5259016393443 61
1976 "AL" "TORNADO" "Property damages" 32.9985952432799 -86.389675304251 10332750
1976 "AR" "TORNADO" "Fatalities" 34.1211111111111 -91.8122222222222 9
1976 "AR" "TORNADO" "Injuries" 34.0840322580645 -91.8053225806452 124
1976 "AR" "TORNADO" "Property damages" 34.6046252797362 -92.16362083761 29715500
1976 "AZ" "TORNADO" "Property damages" 36.57 -112.59 2500
1976 "CA" "TORNADO" "Property damages" 34.37 -117.36 25000
1976 "CO" "TORNADO" "Injuries" 40.25 -104.41 1
1976 "CO" "TORNADO" "Property damages" 39.699020979021 -104.21 357500
1976 "CT" "TORNADO" "Property damages" 42 -73.08 25000
1976 "DE" "TORNADO" "Injuries" 39.4 -75.34 1
1976 "DE" "TORNADO" "Property damages" 39.4 -75.34 250000
1976 "FL" "TORNADO" "Fatalities" 27.54 -82.45 1
1976 "FL" "TORNADO" "Injuries" 27.3821875 -82.050625 32
1976 "FL" "TORNADO" "Property damages" 27.9823819695754 -82.2863821605124 6703780
1976 "GA" "TORNADO" "Injuries" 33.8966666666667 -83.6666666666667 3
1976 "GA" "TORNADO" "Property damages" 32.7521403494774 -82.6578745611585 2005280
1976 "IA" "TORNADO" "Injuries" 41.5470588235294 -94.0058823529412 17
1976 "IA" "TORNADO" "Property damages" 41.5333108487795 -93.6938682892255 28330560
1976 "IL" "TORNADO" "Fatalities" 41.48 -87.77 4
1976 "IL" "TORNADO" "Injuries" 41.0998305084746 -87.8671186440678 118
1976 "IL" "TORNADO" "Property damages" 40.5395883391548 -88.1588232641155 26053000
1976 "IN" "TORNADO" "Fatalities" 39.795 -85.78 4
1976 "IN" "TORNADO" "Injuries" 40.7043243243243 -86.2113513513514 74
1976 "IN" "TORNADO" "Property damages" 39.8769006515752 -86.2659815051163 11165250
1976 "KS" "TORNADO" "Injuries" 37.9325 -98.6825 4
1976 "KS" "TORNADO" "Property damages" 38.1285462555066 -98.9599471365639 2837500
1976 "KY" "TORNADO" "Fatalities" 38.46 -84.36 1
1976 "KY" "TORNADO" "Injuries" 36.8118181818182 -85.4363636363636 11
1976 "KY" "TORNADO" "Property damages" 37.5152090032154 -84.7733118971061 777500
1976 "LA" "TORNADO" "Fatalities" 31.44 -93.05 1
1976 "LA" "TORNADO" "Injuries" 31.8002739726027 -92.0652054794521 73
1976 "LA" "TORNADO" "Property damages" 31.3615151515152 -91.9993181818182 9900000
1976 "MA" "TORNADO" "Property damages" 42.12 -71.33 2500
1976 "MD" "TORNADO" "Property damages" 39.1916129032258 -76.3070967741936 775000
1976 "ME" "TORNADO" "Injuries" 43.19 -70.35 2
1976 "ME" "TORNADO" "Property damages" 43.19 -70.35 250000
1976 "MI" "TORNADO" "Fatalities" 42.9633333333333 -83.13 3
1976 "MI" "TORNADO" "Injuries" 42.6934408602151 -83.801935483871 93
1976 "MI" "TORNADO" "Property damages" 42.3431626399451 -83.532301537033 32050060
1976 "MN" "TORNADO" "Fatalities" 43.55 -94.04 1
1976 "MN" "TORNADO" "Injuries" 44.8411764705882 -94.9905882352941 17
1976 "MN" "TORNADO" "Property damages" 44.1031688367743 -94.3334673764477 3475250
1976 "MO" "TORNADO" "Fatalities" 36.73 -92.18 2
1976 "MO" "TORNADO" "Injuries" 36.6557142857143 -91.0514285714286 28
1976 "MO" "TORNADO" "Property damages" 36.6611014492754 -91.3735072463768 8625000
1976 "MS" "TORNADO" "Fatalities" 32.548 -89.776 5
1976 "MS" "TORNADO" "Injuries" 32.3348639455782 -89.9680272108843 294
1976 "MS" "TORNADO" "Property damages" 32.236878130217 -89.8628103982828 52412500
1976 "MT" "TORNADO" "Property damages" 45.239702970297 -113.198514851485 2525000
1976 "NC" "TORNADO" "Fatalities" 34.35 -79.17 3
1976 "NC" "TORNADO" "Injuries" 34.9411764705882 -79.5764705882353 17
1976 "NC" "TORNADO" "Property damages" 35.1545924050633 -80.5139696202532 4937500
1976 "ND" "TORNADO" "Injuries" 46.66 -100.904 5
1976 "ND" "TORNADO" "Property damages" 47.1320573355818 -99.0775042158516 1482500
1976 "NE" "TORNADO" "Injuries" 41.14 -96.1 23
1976 "NE" "TORNADO" "Property damages" 40.9295487119796 -97.9963950225151 6082590
1976 "NH" "TORNADO" "Injuries" 43.52 -71.16 5
1976 "NH" "TORNADO" "Property damages" 43.08 -70.51 250000
1976 "NJ" "TORNADO" "Property damages" 40.4 -74.07 250000
1976 "NM" "TORNADO" "Injuries" 32.34 -104.27 2
1976 "NM" "TORNADO" "Property damages" 32.34 -104.27 25000
1976 "NY" "TORNADO" "Property damages" 42.6692631103074 -74.211808318264 553000
1976 "OH" "TORNADO" "Property damages" 39.7181556195965 -83.1548437153624 1127750
1976 "OK" "TORNADO" "Fatalities" 35.146 -95.264 5
1976 "OK" "TORNADO" "Injuries" 35.0268831168831 -94.9114285714286 77
1976 "OK" "TORNADO" "Property damages" 35.3202486647213 -95.9301199275984 11010810
1976 "PA" "TORNADO" "Fatalities" 40.7 -79.21 2
1976 "PA" "TORNADO" "Injuries" 40.5173076923077 -79.1434615384615 26
1976 "PA" "TORNADO" "Property damages" 40.6165698134208 -77.3320427052518 8535250
1976 "SC" "TORNADO" "Fatalities" 34.02 -81 1
1976 "SC" "TORNADO" "Injuries" 33.4418181818182 -80.2654545454545 11
1976 "SC" "TORNADO" "Property damages" 33.5144395048218 -79.5358853703577 3655250
1976 "SD" "TORNADO" "Property damages" 44.270099009901 -97.3511881188119 252500
1976 "TN" "TORNADO" "Injuries" 35.57 -83.67 12
1976 "TN" "TORNADO" "Property damages" 35.6515662622254 -84.2710872333028 3825030
1976 "TX" "TORNADO" "Fatalities" 31.08 -97.32 2
1976 "TX" "TORNADO" "Injuries" 30.3188709677419 -97.3341935483871 62
1976 "TX" "TORNADO" "Property damages" 31.2725299602967 -97.6073054540398 36102780
1976 "VA" "TORNADO" "Property damages" 38.1000746268657 -78.2725373134328 335000
1976 "WI" "TORNADO" "Injuries" 44.3 -89.46 2
1976 "WI" "TORNADO" "Property damages" 43.5605617977528 -89.1778277153558 667500
1976 "WV" "TORNADO" "Property damages" 37.36 -80.34 250000
1976 "WY" "TORNADO" "Property damages" 42.479279956819 -105.659064951421 555800
1977 "AL" "TORNADO" "Fatalities" 33.3182608695652 -86.5421739130435 23
1977 "AL" "TORNADO" "Injuries" 33.33875 -86.5225694444445 144
1977 "AL" "TORNADO" "Property damages" 33.306789585925 -86.5292784787631 28135000
1977 "AR" "TORNADO" "Fatalities" 36 -90.53 1
1977 "AR" "TORNADO" "Injuries" 34.9657142857143 -91.0542857142857 7
1977 "AR" "TORNADO" "Property damages" 34.7797835738069 -92.9431631520533 450500
1977 "CA" "TORNADO" "Injuries" 33.51 -118 4
1977 "CA" "TORNADO" "Property damages" 33.4938308457711 -118.067114427861 5025000
1977 "CO" "TORNADO" "Injuries" 39.1566666666667 -104.733333333333 3
1977 "CO" "TORNADO" "Property damages" 37.5661241970021 -102.770449678801 3502500
1977 "DE" "TORNADO" "Injuries" 39.02 -75.28 1
1977 "DE" "TORNADO" "Property damages" 39.0286486486486 -75.2928828828829 277500
1977 "FL" "TORNADO" "Fatalities" 29.38 -81.42 1
1977 "FL" "TORNADO" "Injuries" 28.4333333333333 -81.7366666666667 18
1977 "FL" "TORNADO" "Property damages" 28.3622524359846 -81.8378200770451 1103250
1977 "GA" "TORNADO" "Fatalities" 34.1 -85.12 1
1977 "GA" "TORNADO" "Injuries" 34.1290909090909 -84.8022727272727 22
1977 "GA" "TORNADO" "Property damages" 33.8277981750445 -84.5764694130986 4630250
1977 "IA" "TORNADO" "Injuries" 42.2269565217391 -93.9904347826087 23
1977 "IA" "TORNADO" "Property damages" 41.9947560635629 -93.2848903447635 5380500
1977 "IL" "TORNADO" "Fatalities" 39.26 -88.39 6
1977 "IL" "TORNADO" "Injuries" 39.3009836065574 -88.5560655737705 61
1977 "IL" "TORNADO" "Property damages" 39.7965446174085 -89.0389980267485 11402500
1977 "IN" "TORNADO" "Fatalities" 38.18 -86.01 1
1977 "IN" "TORNADO" "Injuries" 39.468 -86.384 5
1977 "IN" "TORNADO" "Property damages" 40.6279870940883 -86.9459006383569 3603000
1977 "KS" "TORNADO" "Injuries" 38.48 -95.22 1
1977 "KS" "TORNADO" "Property damages" 37.6367181119993 -99.303228870531 18382620
1977 "KY" "TORNADO" "Injuries" 37.3813043478261 -84.2047826086957 23
1977 "KY" "TORNADO" "Property damages" 37.6301063829787 -84.686170212766 2350000
1977 "LA" "TORNADO" "Fatalities" 30.18 -91.57 1
1977 "LA" "TORNADO" "Injuries" 30.0979310344828 -91.1537931034483 29
1977 "LA" "TORNADO" "Property damages" 30.515828619167 -91.346059911684 10473750
1977 "MA" "TORNADO" "Injuries" 41.4 -70.17 2
1977 "MA" "TORNADO" "Property damages" 41.4 -70.17 25000
1977 "MD" "TORNADO" "Property damages" 39.2407920792079 -79.2524752475248 25250
1977 "ME" "TORNADO" "Property damages" 44.18 -68.4 25000
1977 "MI" "TORNADO" "Fatalities" 42.26 -85.01 1
1977 "MI" "TORNADO" "Injuries" 42.4020289855072 -84.9278260869565 69
1977 "MI" "TORNADO" "Property damages" 42.4648663653105 -84.7714892882564 7010530
1977 "MN" "TORNADO" "Injuries" 45.4793939393939 -94.23 33
1977 "MN" "TORNADO" "Property damages" 45.4391273584906 -93.9547877358491 10600000
1977 "MO" "TORNADO" "Fatalities" 38.52 -94.0566666666667 3
1977 "MO" "TORNADO" "Injuries" 38.3269642857143 -93.3591071428571 56
1977 "MO" "TORNADO" "Property damages" 38.4936237881296 -93.7108559943249 63435000
1977 "MS" "TORNADO" "Fatalities" 33.01 -89.14 2
1977 "MS" "TORNADO" "Injuries" 32.9485714285714 -89.1390476190476 21
1977 "MS" "TORNADO" "Property damages" 31.533940308958 -89.6877681501904 5712750
1977 "MT" "TORNADO" "Property damages" 47.2058333333333 -110.49125 6e+05
1977 "NC" "TORNADO" "Injuries" 34.9866666666667 -80.1058333333333 12
1977 "NC" "TORNADO" "Property damages" 35.2603625670042 -80.3015239726027 3358000
1977 "ND" "TORNADO" "Injuries" 46.15 -103.53 1
1977 "ND" "TORNADO" "Property damages" 47.5544065804935 -101.258460634548 2127500
1977 "NE" "TORNADO" "Injuries" 41.06 -101.54 1
1977 "NE" "TORNADO" "Property damages" 41.5788711858295 -97.1142610537702 11093500
1977 "NJ" "TORNADO" "Injuries" 39.15 -75 1
1977 "NJ" "TORNADO" "Property damages" 39.685 -74.655 50000
1977 "NM" "TORNADO" "Injuries" 35.7533333333333 -104.15 3
1977 "NM" "TORNADO" "Property damages" 32.8530327868852 -103.297540983607 305000
1977 "NV" "TORNADO" "Property damages" 41.4 -115.48 25000
1977 "NY" "TORNADO" "Injuries" 42.5 -75.42 1
1977 "NY" "TORNADO" "Property damages" 42.2792060660125 -78.1848171275647 2802500
1977 "OH" "TORNADO" "Injuries" 40.3736170212766 -83.3129787234043 47
1977 "OH" "TORNADO" "Property damages" 40.9483393655525 -82.9872450500319 35227500
1977 "OK" "TORNADO" "Fatalities" 34.27 -97.38 1
1977 "OK" "TORNADO" "Injuries" 34.2266666666667 -96.6944444444444 18
1977 "OK" "TORNADO" "Property damages" 34.9315443142383 -97.9769461396745 9238340
1977 "PA" "TORNADO" "Injuries" 41.6745454545455 -79.8381818181818 11
1977 "PA" "TORNADO" "Property damages" 41.0746974868135 -79.0332981694074 8057500
1977 "SC" "TORNADO" "Injuries" 33.7684615384615 -80.9776923076923 13
1977 "SC" "TORNADO" "Property damages" 33.4564465408805 -80.770534591195 3180000
1977 "SD" "TORNADO" "Property damages" 44.6943343653251 -97.8732817337461 807500
1977 "TN" "TORNADO" "Injuries" 36.1135 -84.5375 20
1977 "TN" "TORNADO" "Property damages" 36.2032363013699 -83.7031735159817 4380000
1977 "TX" "TORNADO" "Fatalities" 29.47 -95.17 1
1977 "TX" "TORNADO" "Injuries" 30.0206779661017 -97.4274576271186 59
1977 "TX" "TORNADO" "Property damages" 29.683371111242 -95.914580925513 29888720
1977 "VA" "TORNADO" "Injuries" 38.0966666666667 -77.5166666666667 3
1977 "VA" "TORNADO" "Property damages" 37.371 -77.0816666666667 750000
1977 "WI" "TORNADO" "Fatalities" 45.11 -91.13 1
1977 "WI" "TORNADO" "Injuries" 44.5855102040816 -90.4275510204082 49
1977 "WI" "TORNADO" "Property damages" 44.6528295054831 -90.7044082350507 48330000
1977 "WV" "TORNADO" "Injuries" 39.6544444444444 -79.7833333333333 9
1977 "WV" "TORNADO" "Property damages" 39.29 -79.33 250000
1977 "WY" "TORNADO" "Injuries" 41.1 -104.18 1
1977 "WY" "TORNADO" "Property damages" 42.6485626911315 -104.839051987768 3270
1978 "AL" "TORNADO" "Injuries" 32.1548979591837 -86.9683673469388 49
1978 "AL" "TORNADO" "Property damages" 32.0912204571871 -86.9971638899651 6452500
1978 "AR" "TORNADO" "Fatalities" 34.095 -91.53 2
1978 "AR" "TORNADO" "Injuries" 34.2620588235294 -91.5985294117647 34
1978 "AR" "TORNADO" "Property damages" 34.5787675070028 -90.8992848497424 14458500
1978 "CA" "TORNADO" "Injuries" 33.95 -116.19 7
1978 "CA" "TORNADO" "Property damages" 34.2618752495935 -116.461435837308 3130090
1978 "CO" "TORNADO" "Injuries" 37.67 -103.82 3
1978 "CO" "TORNADO" "Property damages" 39.1916709732989 -104.402049956934 290250
1978 "FL" "TORNADO" "Fatalities" 27.55 -82.42 3
1978 "FL" "TORNADO" "Injuries" 27.9431612903226 -82.1324516129032 155
1978 "FL" "TORNADO" "Property damages" 28.287888044909 -81.7567658912795 19402780
1978 "GA" "TORNADO" "Injuries" 32.2783333333333 -83.8866666666667 6
1978 "GA" "TORNADO" "Property damages" 33.1329759704251 -83.467393715342 13525000
1978 "IA" "TORNADO" "Fatalities" 41.4533333333333 -92.64 6
1978 "IA" "TORNADO" "Injuries" 41.4174468085106 -92.4787234042553 47
1978 "IA" "TORNADO" "Property damages" 42.2319710669078 -94.5066184448463 13825000
1978 "ID" "TORNADO" "Injuries" 45.73 -114.18 2
1978 "ID" "TORNADO" "Property damages" 43.3481188118812 -112.062772277228 2525000
1978 "IL" "TORNADO" "Fatalities" 41.16 -88.04 1
1978 "IL" "TORNADO" "Injuries" 39.4 -88.935 4
1978 "IL" "TORNADO" "Property damages" 40.3099676288104 -89.1281368581962 2780250
1978 "IN" "TORNADO" "Injuries" 39.1 -85.5 6
1978 "IN" "TORNADO" "Property damages" 39.8859677419355 -86.1820161290323 930000
1978 "KS" "TORNADO" "Fatalities" 38.5378947368421 -95.4894736842105 19
1978 "KS" "TORNADO" "Injuries" 38.5516666666667 -95.3683333333333 6
1978 "KS" "TORNADO" "Property damages" 38.5101297950494 -96.0644376115928 7628180
1978 "KY" "TORNADO" "Injuries" 36.5 -87.42 17
1978 "KY" "TORNADO" "Property damages" 36.4894533762058 -87.4234405144694 7775000
1978 "LA" "TORNADO" "Fatalities" 32.29 -93.315 4
1978 "LA" "TORNADO" "Injuries" 32.2837457044673 -93.403676975945 291
1978 "LA" "TORNADO" "Property damages" 32.301392314173 -93.4320932102784 261130000
1978 "MA" "TORNADO" "Property damages" 42.04 -73.08 250
1978 "MD" "TORNADO" "Property damages" 38.771235059761 -76.6595617529881 627500
1978 "ME" "TORNADO" "Property damages" 44.33 -70.32 250
1978 "MI" "TORNADO" "Injuries" 43.13 -85.1416666666667 12
1978 "MI" "TORNADO" "Property damages" 43.6725890037877 -85.2396104487121 1428310
1978 "MN" "TORNADO" "Fatalities" 47.225 -96.1575 4
1978 "MN" "TORNADO" "Injuries" 47.1272916666667 -95.8785416666667 48
1978 "MN" "TORNADO" "Property damages" 46.8783236170425 -95.8574608654071 28733530
1978 "MO" "TORNADO" "Injuries" 38.042 -92.415 10
1978 "MO" "TORNADO" "Property damages" 37.727829987185 -91.9951302862025 5852500
1978 "MS" "TORNADO" "Fatalities" 31.382 -90.106 5
1978 "MS" "TORNADO" "Injuries" 32.3218965517241 -89.6756896551724 58
1978 "MS" "TORNADO" "Property damages" 33.5172754680025 -90.4506368770868 104152750
1978 "MT" "TORNADO" "Property damages" 46.6825 -109.5575 1e+06
1978 "NC" "TORNADO" "Fatalities" 36.02 -75.4 1
1978 "NC" "TORNADO" "Injuries" 35.3509090909091 -77.7772727272727 11
1978 "NC" "TORNADO" "Property damages" 35.2464965605503 -77.6074836026236 1562750
1978 "ND" "TORNADO" "Fatalities" 46.24 -101.53 5
1978 "ND" "TORNADO" "Injuries" 46.24 -101.53 35
1978 "ND" "TORNADO" "Property damages" 46.7384683645844 -100.861436517486 3590280
1978 "NE" "TORNADO" "Injuries" 42.3333333333333 -101.697777777778 9
1978 "NE" "TORNADO" "Property damages" 40.7590044053171 -97.9004863302522 71618000
1978 "NH" "TORNADO" "Property damages" 43.2867567567568 -71.3836936936937 27750
1978 "NM" "TORNADO" "Property damages" 32.6202978568834 -103.097936796222 27530
1978 "NY" "TORNADO" "Property damages" 42.51733005733 -76.0756592956593 3052500
1978 "OH" "TORNADO" "Injuries" 39.9471428571429 -81.5564285714286 14
1978 "OH" "TORNADO" "Property damages" 40.3950145348837 -81.7721220930233 17200000
1978 "OK" "TORNADO" "Injuries" 36.54 -97.23 3
1978 "OK" "TORNADO" "Property damages" 35.4234402654867 -97.4799483775811 6780000
1978 "OR" "TORNADO" "Property damages" 45.47 -122.53 25000
1978 "PA" "TORNADO" "Fatalities" 40.59 -79.36 1
1978 "PA" "TORNADO" "Injuries" 40.5735483870968 -79.1577419354839 31
1978 "PA" "TORNADO" "Property damages" 40.6278700361011 -79.0054873646209 1385000
1978 "SC" "TORNADO" "Injuries" 33.26 -80.29 1
1978 "SC" "TORNADO" "Property damages" 33.3315815720731 -81.0773949180717 1052750
1978 "SD" "TORNADO" "Injuries" 45.28 -98.18 15
1978 "SD" "TORNADO" "Property damages" 45.1282634730539 -98.7231337325349 1252500
1978 "TN" "TORNADO" "Injuries" 35.0244444444444 -89.9788888888889 27
1978 "TN" "TORNADO" "Property damages" 35.0915972222222 -89.5579861111111 3600000
1978 "TX" "TORNADO" "Fatalities" 34.43 -100.32 1
1978 "TX" "TORNADO" "Property damages" 33.0353836255747 -99.5535177844095 4041180
1978 "VA" "TORNADO" "Fatalities" 38.3 -77.18 1
1978 "VA" "TORNADO" "Injuries" 37.8915384615385 -77.2169230769231 13
1978 "VA" "TORNADO" "Property damages" 37.2922118380062 -77.2415264797508 802500
1978 "WA" "TORNADO" "Property damages" 47.1118181818182 -121.887272727273 27500
1978 "WI" "TORNADO" "Injuries" 44.19 -91.35 2
1978 "WI" "TORNADO" "Property damages" 43.2090909090909 -88.5127272727273 2750000
1978 "WV" "TORNADO" "Injuries" 38.24 -81.55 1
1978 "WV" "TORNADO" "Property damages" 38.9400250881722 -80.3954386794168 275030
1978 "WY" "TORNADO" "Injuries" 43.65 -107.1 2
1978 "WY" "TORNADO" "Property damages" 43.5754716981132 -105.555660377358 1325000
1979 "AL" "TORNADO" "Injuries" 32.0152272727273 -86.3768181818182 44
1979 "AL" "TORNADO" "Property damages" 32.2279661711561 -86.2416590290973 6710250
1979 "AR" "TORNADO" "Fatalities" 33.16 -91.12 1
1979 "AR" "TORNADO" "Injuries" 33.7294915254237 -93.0838983050847 59
1979 "AR" "TORNADO" "Property damages" 33.5111004794472 -92.0532719456967 48910500
1979 "AZ" "TORNADO" "Injuries" 34.42 -113.37 3
1979 "AZ" "TORNADO" "Property damages" 34.42 -113.37 25000
1979 "CA" "TORNADO" "Property damages" 34.1223567244746 -118.231669247494 2525030
1979 "CO" "TORNADO" "Injuries" 38.51 -104.55 1
1979 "CO" "TORNADO" "Property damages" 38.5314306362538 -102.482848256918 2781280
1979 "CT" "TORNADO" "Fatalities" 41.53 -72.4 3
1979 "CT" "TORNADO" "Injuries" 41.53 -72.4 500
1979 "CT" "TORNADO" "Property damages" 41.53 -72.4 2.5e+08
1979 "DE" "TORNADO" "Injuries" 39.47 -75.29 5
1979 "DE" "TORNADO" "Property damages" 39.42 -75.36 5e+05
1979 "FL" "TORNADO" "Fatalities" 28.04 -81.41 1
1979 "FL" "TORNADO" "Injuries" 28.1897101449275 -81.6771014492754 69
1979 "FL" "TORNADO" "Property damages" 28.0299449653166 -81.31347253972 42673090
1979 "GA" "TORNADO" "Injuries" 32.2383333333333 -81.525 12
1979 "GA" "TORNADO" "Property damages" 31.8969593368871 -82.8532028132064 8957750
1979 "IA" "TORNADO" "Fatalities" 42.0514285714286 -94.5928571428571 7
1979 "IA" "TORNADO" "Injuries" 41.9989473684211 -94.4720175438596 114
1979 "IA" "TORNADO" "Property damages" 42.3469185392326 -94.2748566200477 67765750
1979 "ID" "TORNADO" "Property damages" 45.55 -116.08 30
1979 "IL" "TORNADO" "Injuries" 41.31 -88.14 1
1979 "IL" "TORNADO" "Property damages" 41.8027407407407 -89.2698518518519 3375000
1979 "IN" "TORNADO" "Fatalities" 38.02 -87.2 1
1979 "IN" "TORNADO" "Injuries" 39.1133333333333 -86.5433333333333 3
1979 "IN" "TORNADO" "Property damages" 41.0364539007092 -85.6031914893617 352500
1979 "KS" "TORNADO" "Injuries" 39.103 -96.9745 20
1979 "KS" "TORNADO" "Property damages" 39.069026283018 -98.1942148127066 7765090
1979 "KY" "TORNADO" "Fatalities" 37.01 -86.05 1
1979 "KY" "TORNADO" "Injuries" 37.2736363636364 -86.0406060606061 33
1979 "KY" "TORNADO" "Property damages" 37.0890247852415 -86.1649612730601 3550500
1979 "LA" "TORNADO" "Injuries" 30.1363636363636 -92.9359090909091 22
1979 "LA" "TORNADO" "Property damages" 30.0434710743802 -92.9844214876033 6050000
1979 "MA" "TORNADO" "Fatalities" 42.19 -72.08 2
1979 "MA" "TORNADO" "Injuries" 42.14 -72.1566666666667 3
1979 "MA" "TORNADO" "Property damages" 42.1885148514851 -72.0822772277228 2525000
1979 "MD" "TORNADO" "Injuries" 38.595 -76.325 2
1979 "MD" "TORNADO" "Property damages" 39.2277335499594 -76.8685702680747 3077500
1979 "MI" "TORNADO" "Injuries" 41.5871428571429 -86.2128571428571 7
1979 "MI" "TORNADO" "Property damages" 42.1633406144507 -85.0998470019763 1057530
1979 "MN" "TORNADO" "Injuries" 44.14 -95.16 1
1979 "MN" "TORNADO" "Property damages" 44.022889207124 -93.8621596897106 13100030
1979 "MO" "TORNADO" "Injuries" 37.7927272727273 -93.3909090909091 33
1979 "MO" "TORNADO" "Property damages" 36.7343419663375 -92.9488609403143 8050500
1979 "MS" "TORNADO" "Property damages" 32.3490819964349 -88.4301515151515 2805000
1979 "MT" "TORNADO" "Property damages" 47.18 -106.105 5e+05
1979 "NC" "TORNADO" "Injuries" 34.8553333333333 -79.006 15
1979 "NC" "TORNADO" "Property damages" 35.3257260415186 -79.5264240900043 1125280
1979 "ND" "TORNADO" "Property damages" 47.3255426356589 -100.03515503876 580500
1979 "NE" "TORNADO" "Injuries" 42.33 -99.47 1
1979 "NE" "TORNADO" "Property damages" 41.7667692281144 -99.3989251528794 11010310
1979 "NJ" "TORNADO" "Injuries" 39.09 -74.47 1
1979 "NJ" "TORNADO" "Property damages" 39.0921782178218 -74.4766336633663 252500
1979 "NM" "TORNADO" "Property damages" 32.7331189382338 -107.174851514879 333030
1979 "NV" "TORNADO" "Property damages" 41 -115.07 250000
1979 "NY" "TORNADO" "Injuries" 43.3 -74.22 1
1979 "NY" "TORNADO" "Property damages" 43.2845454545455 -74.5245454545455 275000
1979 "OH" "TORNADO" "Injuries" 40.57 -82.46 4
1979 "OH" "TORNADO" "Property damages" 39.4877272727273 -83.1713636363636 550000
1979 "OK" "TORNADO" "Fatalities" 34.53 -97.7771428571429 7
1979 "OK" "TORNADO" "Injuries" 34.6872794117647 -98.1525 136
1979 "OK" "TORNADO" "Property damages" 34.575129957873 -98.1286382785008 34597750
1979 "PA" "TORNADO" "Fatalities" 39.46 -75.44 1
1979 "PA" "TORNADO" "Injuries" 39.61 -75.462 5
1979 "PA" "TORNADO" "Property damages" 39.6073817567568 -75.549214527027 2960000
1979 "SC" "TORNADO" "Injuries" 34.51 -82.24 2
1979 "SC" "TORNADO" "Property damages" 33.7063199200049 -79.8687912853766 8250500
1979 "SD" "TORNADO" "Fatalities" 45.21 -96.44 1
1979 "SD" "TORNADO" "Property damages" 44.1961140285071 -97.8308927231808 33325000
1979 "TN" "TORNADO" "Fatalities" 36.15 -85.36 2
1979 "TN" "TORNADO" "Injuries" 35.4844444444444 -88.9888888888889 9
1979 "TN" "TORNADO" "Property damages" 35.5612781954887 -88.8718796992481 332500
1979 "TX" "TORNADO" "Fatalities" 33.6161111111111 -98.5751851851852 54
1979 "TX" "TORNADO" "Injuries" 33.5022343324251 -98.3982288828338 1835
1979 "TX" "TORNADO" "Property damages" 33.3003371823085 -98.1976955776301 327300980
1979 "VA" "TORNADO" "Fatalities" 38.47 -77.05 1
1979 "VA" "TORNADO" "Injuries" 37.6426315789474 -76.5963157894737 19
1979 "VA" "TORNADO" "Property damages" 37.6192927696563 -76.8586685104702 6327500
1979 "WI" "TORNADO" "Fatalities" 44.04 -88.18 1
1979 "WI" "TORNADO" "Injuries" 43.1384615384615 -89.4423076923077 13
1979 "WI" "TORNADO" "Property damages" 44.2785582822086 -90.5336613749921 7905500
1979 "WV" "TORNADO" "Injuries" 39.26 -78.06 1
1979 "WV" "TORNADO" "Property damages" 39.2495110379171 -78.1158169627103 255030
1979 "WY" "TORNADO" "Fatalities" 41.1 -104.49 1
1979 "WY" "TORNADO" "Injuries" 41.1 -104.49 40
1979 "WY" "TORNADO" "Property damages" 41.1954893942589 -104.473152160618 27552530
